name,class,rating,status,constituency,connection,officer,proposal,priority,zip,af14,af15,af16,af17,af18,cap14,cap15,cap16,cap17,cap18,city,state,latitude,longitude
"Hallman, Deshaun",1988,NA,NA,Alumn,Somewhat Connected,NA,NA,,60176,445,369,475,381,413,20000,20000,20000,20000,20000,Schiller Park,IL,41.95683,-87.87193
"Jones, Opheal",NA,NA,NA,Parent,Modestly Connected,NA,500097,Athletics,38029,0,315,26,20,221,10000,10000,20000,10000,20000,Ellendale,TN,35.201738,-89.971538
"Lokay, Sierra",1966,100000,Annual Fund Leadership,Alumn,Somewhat Connected,NA,NA,,26285,0,0,0,0,0,10000,10000,10000,10000,10000,Norton,WV,38.934414,-79.96518
"Schmalz, Aubrey",1962,NA,NA,Alumn,Very Connected,NA,NA,,13338,0,228,136,0,270,20000,10000,20000,20000,10000,Forestport,NY,43.506153,-75.07355
"Gabriel, Samantha",1992,NA,NA,Alumn,Modestly Connected,NA,NA,,45305,0,40,0,0,31,10000,10000,20000,10000,10000,Bellbrook,OH,39.640059,-84.0855
"el-Azer, Mufeed",1950,100000,Annual Fund Leadership,Alumn,Modestly Connected,NA,NA,,85648,0,0,0,0,0,10000,10000,10000,10000,10000,Rio Rico,AZ,31.488579,-110.98926
"O'Dorisio, Corey",2003,110000,Solicitation,Alumn,Not Connected,"el-Jaffer, Zaahira",NA,,79108,0,70,0,9,29,10000,10000,10000,10000,10000,Amarillo,TX,35.296948,-101.78641
"Hartley, Andrea",1974,110000,Solicitation,Alumn,Modestly Connected,NA,NA,,55171,0,0,0,0,0,10000,20000,10000,10000,10000,Saint Paul,MN,45.005902,-93.105869
"Baker, Adam",2005,100000,Annual Fund Leadership,Alumn,Very Connected,NA,NA,,34470,0,48,0,0,0,10000,10000,10000,10000,10000,Ocala,FL,29.198704,-82.10556
"el-Greiss, Aayaat",1956,NA,NA,Alumn,Modestly Connected,NA,500053,Unresistricted,23455,459,178,409,320,265,20000,20000,20000,20000,20000,Virginia Beach,VA,36.889797,-76.1426
"Stevens, Kyle",NA,100000,Not a Prospect,Parent,Somewhat Connected,NA,NA,,24605,0,0,28,0,5,10000,10000,10000,10000,10000,Bluefield,VA,37.222548,-81.3367
"el-Samara, Hilaal",1959,NA,NA,Alumn,Very Connected,NA,NA,,02808,0,0,0,0,0,10000,10000,10000,10000,10000,Bradford,RI,41.402009,-71.74785
"Hansen, Chykeiljah",1992,110000,Assessment,Alumn,Connected,NA,NA,,33694,87,276,140,143,227,20000,10000,20000,10000,20000,Tampa,FL,27.871964,-82.438841
"Asman, Kara",2004,100000,Annual Fund Leadership,Alumn,Connected,"Barela, Audreana",NA,,00609,117,138,191,89,180,20000,10000,20000,20000,10000,Aibonito,PR,18.142002,-66.273278
"Lee, Robinson",2003,NA,NA,Alumn,Somewhat Connected,NA,NA,,66501,0,124,0,0,19,10000,10000,20000,10000,10000,McFarland,KS,39.053241,-96.23893
"el-Jafri, Fahd",1977,100000,Annual Fund Leadership,Alumn,Somewhat Connected,NA,NA,,24605,111,88,210,17,178,20000,10000,20000,20000,10000,Bluefield,VA,37.222548,-81.3367
"Whisenhunt, Taniesha",NA,100000,Annual Fund Leadership,Parent,Very Connected,NA,NA,,01070,0,0,0,0,0,10000,10000,10000,10000,10000,Plainfield,MA,42.515853,-72.91661
"Grote-Liebow, Valeria",1955,NA,NA,Alumn,Not Connected,NA,NA,,36375,137,0,211,5,84,20000,10000,10000,20000,10000,Slocomb,AL,31.096836,-85.54403
"Gilmore, Alexis",1976,100000,Not a Prospect,Alumn,Modestly Connected,NA,NA,,20242,0,0,97,0,47,20000,10000,10000,20000,10000,Washington,DC,38.867812,-77.028948
"Gerlach, Ricardo",1959,110000,Cultivation,Alumn,Not Connected,"al-Aboud, Mahdeeya",NA,,33898,272,257,50,348,104,10000,20000,10000,10000,20000,Highland Park,FL,27.918187,-81.493521
"Kouakou, Mariah",1961,110000,Cultivation,Alumn,Somewhat Connected,NA,NA,,07078,298,340,180,320,240,10000,20000,20000,10000,20000,Short Hills,NJ,40.73915,-74.32749
"Garcia, Beau",1979,100000,Annual Fund Leadership,Alumn,Not Connected,"Barela, Audreana",NA,,55976,0,148,58,0,194,20000,10000,20000,10000,10000,Stewartville,MN,43.862105,-92.49849
"Martinez, Donovan",NA,100000,Annual Fund Leadership,Parent,Very Connected,"Barela, Audreana",499844,Professorship,47337,0,0,41,0,0,10000,10000,10000,20000,10000,Dunreith,IN,39.802917,-85.43806
"Keelick, Alyssa",NA,110000,Annual Fund Leadership,Parent,Somewhat Connected,"Barela, Audreana",NA,,16822,0,225,86,0,202,10000,10000,20000,10000,10000,Beech Creek,PA,41.092339,-77.60545
"el-Nasser, Wajdi",1998,NA,NA,Alumn,Not Connected,NA,500022,Athletics,70072,321,236,195,286,190,10000,20000,20000,20000,20000,Marrero,LA,29.869283,-90.10933
"Salas-Smith, Jose",1957,110000,Cultivation,Alumn,Connected,NA,NA,,91313,362,113,233,309,126,20000,20000,10000,20000,20000,Chatsworth,CA,33.786594,-118.298662
"Trujillo, Alexander",1966,NA,NA,Alumn,Somewhat Connected,NA,499377,Athletics,71120,0,0,0,0,0,10000,10000,10000,10000,10000,Shreveport,LA,32.607556,-93.75256
"Veres, Brandon",2006,NA,NA,Alumn,Not Connected,NA,NA,,11714,523,312,299,559,224,20000,20000,20000,20000,20000,Bethpage,NY,40.740662,-73.48631
"al-Farooq, Farhaana",1994,NA,NA,Alumn,Connected,NA,NA,,40119,4,0,0,0,0,10000,20000,10000,10000,10000,Falls Of Rough,KY,37.600179,-86.52846
"el-Shafi, Shakoora",1966,110000,Assessment,Alumn,Somewhat Connected,"al-Aboud, Mahdeeya",NA,,76424,118,185,127,128,163,20000,20000,20000,10000,20000,Breckenridge,TX,32.761058,-98.92225
"Costelo, Lara",NA,110000,Solicitation,Parent,Somewhat Connected,NA,NA,,08832,518,355,284,553,245,20000,20000,20000,20000,20000,Keasbey,NJ,40.517855,-74.30325
"Garcia, Angie",2010,110000,Cultivation,Alumn,Modestly Connected,"el-Jaffer, Zaahira",NA,,73852,48,94,37,67,69,10000,20000,10000,10000,10000,Mooreland,OK,36.456875,-99.13004
"Venzor, Gabriela",1951,110000,Solicitation,Alumn,Not Connected,NA,NA,,18622,0,252,97,7,225,20000,10000,20000,10000,10000,Huntington Mills,PA,41.2044,-76.27211
"Denzel, Lennon",2009,100000,Annual Fund Leadership,Alumn,Modestly Connected,NA,499872,Athletics,83623,210,0,199,92,24,20000,10000,10000,20000,10000,Glenns Ferry,ID,42.965519,-115.32724
"el-Toure, Labeeb",1974,100000,Annual Fund Leadership,Alumn,Somewhat Connected,NA,NA,,60072,216,105,314,131,218,20000,10000,20000,20000,10000,Ringwood,IL,42.405464,-88.30274
"Arrington, Te'Aisha",1970,NA,NA,Alumn,Very Connected,NA,499814,Math/Science Center,25033,15,59,104,0,121,10000,10000,10000,20000,10000,Buffalo,WV,38.61324,-81.95406
"al-Assad, Nakheel",2005,NA,NA,Alumn,Somewhat Connected,NA,NA,,28219,549,553,457,606,460,20000,20000,20000,20000,20000,Charlotte,NC,35.26002,-80.804151
"al-Tariq, Jubair",1966,100000,Annual Fund Leadership,Alumn,Somewhat Connected,NA,499672,Professorship,97037,419,0,57,281,0,10000,20000,10000,20000,20000,Maupin,OR,45.093643,-121.10814
"al-Edris, Kaatima",1953,NA,NA,Alumn,Somewhat Connected,NA,499867,Athletics,20053,0,63,0,0,0,10000,10000,10000,10000,10000,Washington,DC,38.893311,-77.014647
"Johnson-Brown, Trey",1982,110000,Solicitation,Alumn,Not Connected,"al-Aboud, Mahdeeya",NA,,60456,323,750,287,530,514,20000,20000,20000,10000,20000,Hometown,IL,41.730533,-87.73198
"Walker, John",1991,110000,Solicitation,Alumn,Modestly Connected,NA,NA,,40348,0,337,151,0,326,20000,10000,20000,10000,10000,Millersburg,KY,38.302495,-84.14578
"al-Abu, Haakima",2008,110000,Cultivation,Alumn,Somewhat Connected,"el-Jaffer, Zaahira",NA,,67491,523,206,360,507,205,20000,20000,20000,20000,20000,Windom,KS,38.367098,-97.89977
"Sierra, Tiah",NA,NA,NA,Parent,Modestly Connected,NA,NA,,92074,0,0,0,0,0,10000,10000,10000,10000,10000,Poway,CA,33.016928,-116.846046
"Ugalde-Arteaga, Edith",2012,100000,Not a Prospect,Alumn,Modestly Connected,NA,499993,Math/Science Center,67663,0,115,0,0,107,10000,10000,20000,10000,10000,Plainville,KS,39.212784,-99.31688
"Gonzales, Steven",2004,110000,Annual Fund Leadership,Alumn,Somewhat Connected,"al-Aboud, Mahdeeya",NA,,94964,271,327,81,403,153,10000,20000,20000,10000,20000,San Quentin,CA,37.943365,-122.49029
"Hasan, Andrew",1977,110000,Assessment,Alumn,Somewhat Connected,NA,499981,Athletics,63056,212,58,56,223,13,10000,20000,10000,10000,20000,Leslie,MO,38.404826,-91.22652
"Show, Elise",1996,100000,Cultivation,Alumn,Modestly Connected,NA,NA,,59314,0,40,187,0,166,20000,10000,20000,20000,10000,Biddle,MT,45.078881,-105.37586
"La, Brianna",2005,110000,Cultivation,Alumn,Not Connected,NA,NA,,83420,311,397,269,321,329,20000,20000,20000,20000,20000,Ashton,ID,44.060947,-111.40548
"Kirton, Alexandra",2009,100000,Annual Fund Leadership,Alumn,Not Connected,"Barela, Audreana",499822,Athletics,17235,67,0,137,0,0,20000,10000,10000,20000,10000,Marion,PA,39.857218,-77.69775
"Hartmann, Ariana",1951,NA,NA,Alumn,Somewhat Connected,NA,499806,Math/Science Center,84327,0,0,0,0,0,10000,10000,10000,10000,10000,Newton,UT,41.867966,-111.99026
"Barela, Derrick",1998,110000,Cultivation,Alumn,Modestly Connected,NA,NA,,24274,0,236,3,0,169,10000,10000,20000,10000,10000,Pound,VA,37.126639,-82.59599
"el-Kazemi, Nazmi",NA,100000,Annual Fund Leadership,Parent,Modestly Connected,NA,499770,Financial Aid,68130,68,0,82,0,0,10000,10000,10000,20000,10000,Omaha,NE,41.240036,-96.18017
"Ortiz, Shaianne",1989,100000,Not a Prospect,Alumn,Very Connected,NA,NA,,91706,549,217,593,337,392,20000,20000,20000,20000,20000,Baldwin Park,CA,34.087108,-117.96966
"al-Hadi, Haibaa",2012,100000,Annual Fund Leadership,Alumn,Very Connected,NA,NA,,77216,103,0,0,29,0,10000,20000,10000,10000,10000,Houston,TX,29.83399,-95.434241
"Umana, Markus",NA,100000,Annual Fund Leadership,Parent,Connected,NA,NA,,27509,0,71,0,1,48,10000,10000,10000,10000,10000,Butner,NC,36.138298,-78.75882
"Mendoza Gonzalez, Deon",1953,110000,Assessment,Alumn,Connected,NA,NA,,37995,0,161,0,0,136,10000,10000,20000,10000,10000,Knoxville,TN,35.990142,-83.96218
"Johnson-Brown, Shamira",1961,100000,Annual Fund Leadership,Alumn,Modestly Connected,NA,NA,,17957,0,0,0,0,0,10000,10000,10000,10000,10000,Muir,PA,40.592705,-76.51986
"Castillo-Mosqueda, Heather",2010,100000,Annual Fund Leadership,Alumn,Modestly Connected,"Barela, Audreana",NA,,46901,9,106,248,0,240,20000,10000,20000,20000,10000,Kokomo,IN,40.501576,-86.14677
"Weber, Sidney",2004,100000,Cultivation,Alumn,Modestly Connected,"Barela, Audreana",NA,,12306,287,0,58,174,0,10000,20000,10000,20000,20000,Schenectady,NY,42.793326,-73.98942
"Alderete, Tyler",2004,100000,Annual Fund Leadership,Alumn,Somewhat Connected,NA,499812,Athletics,16056,0,0,102,0,61,20000,10000,10000,20000,10000,Saxonburg,PA,40.732393,-79.83422
"Barker, Burgundy",1957,100000,Not a Prospect,Alumn,Modestly Connected,NA,500225,Professorship,43332,242,345,423,180,424,20000,10000,20000,20000,20000,La Rue,OH,40.585905,-83.3828
"Thipsombath, Bailey",2008,110000,Stewardship,Alumn,Modestly Connected,"el-Jaffer, Zaahira",NA,,83467,333,44,173,294,50,20000,20000,10000,20000,20000,Salmon,ID,45.101697,-113.90306
"Dockary, Elijah",1982,NA,NA,Alumn,Not Connected,NA,NA,,39760,209,230,262,162,261,20000,20000,20000,20000,20000,Starkville,MS,33.459924,-88.832163
"Velasquez, Angel",2009,110000,Assessment,Alumn,Connected,"Barela, Audreana",NA,,19963,571,248,310,556,189,20000,20000,20000,20000,20000,Milford,DE,38.922806,-75.41449
"Wilburn, Sherrod",NA,110000,Assessment,Parent,Somewhat Connected,"al-Aboud, Mahdeeya",500128,Athletics,47337,7,219,3,118,118,10000,20000,20000,10000,20000,Dunreith,IN,39.802917,-85.43806
"el-Baksh, Fikra",1975,110000,Assessment,Alumn,Somewhat Connected,NA,NA,,34117,519,258,275,524,185,20000,20000,20000,20000,20000,Naples,FL,26.1785,-81.55495
"Ramirez, Angelica",2006,NA,NA,Alumn,Connected,NA,NA,,67663,0,140,0,0,126,10000,10000,20000,10000,10000,Plainville,KS,39.212784,-99.31688
"Shawley, Kyle",1991,110000,Not a Prospect,Alumn,Modestly Connected,NA,499943,Financial Aid,46901,37,83,0,95,0,10000,20000,10000,10000,20000,Kokomo,IN,40.501576,-86.14677
"Cockrell, Lanora",1982,100000,Annual Fund Leadership,Alumn,Connected,NA,499607,Residence Hall,44681,0,0,0,0,0,10000,10000,10000,10000,10000,Sugarcreek,OH,40.503332,-81.64879
"Palmer, Stephani",1963,100000,Assessment,Alumn,Modestly Connected,NA,NA,,02166,0,0,0,0,0,10000,20000,10000,10000,10000,Auburndale,MA,42.346146,-71.243057
"Smedra, Bryanna",2000,100000,Annual Fund Leadership,Alumn,Connected,NA,NA,,05142,60,20,85,57,51,20000,10000,10000,20000,10000,Cavendish,VT,43.40422,-72.59048
"Ross, Kira",1970,100000,Not a Prospect,Alumn,Connected,NA,NA,,34277,0,0,0,0,0,10000,10000,10000,10000,10000,Sarasota,FL,27.167521,-82.380967
"Naranjo, Henry",2009,110000,Cultivation,Alumn,Somewhat Connected,NA,NA,,18512,129,83,49,178,38,10000,20000,10000,10000,20000,Scranton,PA,41.427199,-75.61821
"Washington, Danielle",2006,NA,NA,Alumn,Somewhat Connected,NA,NA,,31150,329,185,306,286,222,20000,20000,20000,20000,20000,Atlanta,GA,33.844371,-84.47405
"Brisbane, Trevor",1968,100000,Not a Prospect,Alumn,Not Connected,NA,NA,,60511,0,133,20,0,114,10000,10000,20000,10000,10000,Big Rock,IL,41.75537,-88.54865
"Lukac, Lucene",2001,110000,Cultivation,Alumn,Somewhat Connected,NA,NA,,92586,0,123,0,0,75,10000,10000,20000,10000,10000,Sun City,CA,33.70602,-117.1974
"al-Salloum, Rabdaa",1981,NA,NA,Alumn,Very Connected,NA,NA,,37396,17,116,0,97,26,10000,20000,10000,10000,20000,Whiteside,TN,34.994156,-85.48755
"John III, Victoria",1998,100000,Not a Prospect,Alumn,Somewhat Connected,NA,499676,Financial Aid,20053,0,0,0,0,0,10000,10000,10000,10000,10000,Washington,DC,38.893311,-77.014647
"Rosencrans, Christian",1973,110000,Stewardship,Alumn,Connected,"Barela, Audreana",NA,,34117,423,321,50,546,90,10000,20000,10000,10000,20000,Naples,FL,26.1785,-81.55495
"Lee, Erica",1969,110000,Annual Fund Leadership,Alumn,Modestly Connected,"al-Aboud, Mahdeeya",NA,,18821,7,131,0,163,0,10000,20000,10000,10000,20000,Great Bend,PA,41.977241,-75.74391
"Wake, Salmon",1993,110000,Cultivation,Alumn,Modestly Connected,NA,NA,,47990,855,646,706,815,604,20000,20000,20000,20000,20000,Waynetown,IN,40.071792,-87.06369
"Hermawan, My",1968,110000,Annual Fund Leadership,Alumn,Somewhat Connected,"el-Jaffer, Zaahira",500466,Professorship,11214,806,479,662,719,497,20000,20000,20000,20000,20000,Brooklyn,NY,40.598994,-73.99611
"el-Qadir, Shamaail",NA,NA,NA,Parent,Somewhat Connected,NA,500258,Athletics,50235,0,311,244,20,345,20000,10000,20000,20000,10000,Rippey,IA,41.931753,-94.20565
"Rodriguez, Austin",1993,NA,NA,Alumn,Not Connected,NA,NA,,94964,104,0,181,0,0,20000,10000,10000,20000,10000,San Quentin,CA,37.943365,-122.49029
"Cox, Delrey",2010,110000,Cultivation,Alumn,Not Connected,"al-Aboud, Mahdeeya",500124,Financial Aid,33017,293,177,192,298,148,20000,20000,20000,20000,20000,Hialeah,FL,25.558428,-80.458168
"Kellison, Darrick",1956,NA,NA,Alumn,Not Connected,NA,NA,,43332,31,164,42,118,105,10000,10000,20000,10000,10000,La Rue,OH,40.585905,-83.3828
"Archuleta, Brandon",1982,110000,Cultivation,Alumn,Modestly Connected,"el-Jaffer, Zaahira",NA,,59856,43,242,2,149,123,10000,20000,20000,10000,20000,Paradise,MT,47.387824,-114.799
"Funk, Krystal",1991,110000,Cultivation,Alumn,Connected,NA,NA,,37830,288,0,0,314,0,10000,20000,10000,10000,20000,Oak Ridge,TN,35.992691,-84.27044
"Dequiroz, Jacob",2004,110000,Assessment,Alumn,Modestly Connected,"Barela, Audreana",NA,,60072,0,23,0,0,0,10000,10000,10000,10000,10000,Ringwood,IL,42.405464,-88.30274
"Vargas Morales, James",2013,100000,Annual Fund Leadership,Alumn,Not Connected,NA,NA,,50936,0,0,46,0,0,10000,10000,10000,20000,10000,Des Moines,IA,41.672687,-93.572173
"Jacket, Carl",2006,NA,NA,Alumn,Somewhat Connected,NA,NA,,74036,0,201,90,5,187,10000,10000,20000,10000,10000,Inola,OK,36.145085,-95.51443
"Guereca II, Roberto",NA,110000,Cultivation,Parent,Somewhat Connected,"el-Jaffer, Zaahira",500127,Athletics,20053,288,294,241,276,258,20000,20000,20000,20000,20000,Washington,DC,38.893311,-77.014647
"Lopez, Enrique",1993,NA,NA,Alumn,Somewhat Connected,NA,499744,Math/Science Center,76902,0,0,0,0,0,10000,20000,10000,10000,10000,San Angelo,TX,31.39577,-100.68959
"Peterson, Ruasha",1964,110000,Cultivation,Alumn,Connected,"Barela, Audreana",NA,,75010,150,47,0,177,0,10000,20000,10000,10000,20000,Carrollton,TX,33.030556,-96.89328
"Medina, Daniel",NA,100000,Not a Prospect,Parent,Very Connected,"Barela, Audreana",499906,Math/Science Center,98336,215,0,208,108,37,20000,10000,10000,20000,10000,Glenoma,WA,46.53619,-122.11766
"Tapparo, L'Thysharee",1998,110000,Stewardship,Alumn,Very Connected,NA,NA,,62769,125,323,151,154,260,10000,20000,20000,10000,20000,Springfield,IL,39.749457,-89.606017
"Denning, Darius",1976,100000,Not a Prospect,Alumn,Very Connected,NA,NA,,46410,0,0,19,0,0,10000,10000,10000,10000,10000,Merrillville,IN,41.487369,-87.34024
"al-Azizi, Zainab",NA,100000,Annual Fund Leadership,Parent,Somewhat Connected,NA,NA,,78711,0,0,0,0,0,10000,10000,10000,10000,10000,Austin,TX,30.326374,-97.771258
"Lindauer, Jessica",1966,100000,Annual Fund Leadership,Alumn,Somewhat Connected,NA,NA,,97371,0,41,72,0,154,20000,10000,20000,20000,10000,Rickreall,OR,44.964115,-123.20681
"Lopez, Holly",1994,110000,Stewardship,Alumn,Somewhat Connected,"al-Aboud, Mahdeeya",NA,,32425,102,0,0,160,0,10000,20000,10000,10000,20000,Bonifay,FL,30.838337,-85.67495
"Mora, Raziel",1969,NA,NA,Alumn,Somewhat Connected,NA,NA,,95811,310,167,254,267,185,20000,20000,20000,20000,20000,Sacramento,CA,38.59,-121.49
"Mills, Rachel",NA,NA,NA,Parent,Modestly Connected,NA,NA,,06876,339,402,337,374,358,20000,20000,20000,20000,20000,Redding Ridge,CT,41.032647,-73.583569
"Quidachay, Sayan",1971,NA,NA,Alumn,Somewhat Connected,NA,NA,,63056,0,88,0,0,27,10000,10000,20000,10000,10000,Leslie,MO,38.404826,-91.22652
"Sumpter, Racya",1990,NA,NA,Alumn,Modestly Connected,NA,500160,Athletics,63056,214,358,306,188,362,20000,20000,20000,20000,20000,Leslie,MO,38.404826,-91.22652
"Thomas, Kalique",1976,NA,NA,Alumn,Somewhat Connected,NA,NA,,55555,0,0,0,0,0,10000,10000,10000,10000,10000,Young America,MN,44.805487,-93.766524
"el-Noor, Naasif",1951,100000,Annual Fund Leadership,Alumn,Somewhat Connected,NA,NA,,28219,10,17,210,0,169,20000,10000,20000,20000,10000,Charlotte,NC,35.26002,-80.804151
"Rasmussen, Vaughn",2008,100000,Annual Fund Leadership,Alumn,Somewhat Connected,NA,NA,,91392,310,142,355,236,236,20000,10000,20000,20000,20000,Sylmar,CA,33.786594,-118.298662
"al-Neman, Aaqil",1951,110000,Not a Prospect,Alumn,Modestly Connected,NA,500180,Professorship,38642,443,249,249,443,186,20000,20000,20000,20000,20000,Lamar,MS,34.926974,-89.33214
"Valdez, Anthony",1959,100000,Not a Prospect,Alumn,Modestly Connected,NA,NA,,13830,12,0,0,0,0,10000,20000,10000,10000,10000,Oxford,NY,42.428818,-75.62459
"el-Mirza, Aasiya",1997,110000,Not a Prospect,Alumn,Modestly Connected,"al-Aboud, Mahdeeya",NA,,14813,11,117,0,92,0,10000,20000,10000,10000,20000,Belmont,NY,42.238994,-78.01907
"Cruz Avila, Melissa",2008,110000,Assessment,Alumn,Somewhat Connected,NA,500385,Math/Science Center,94502,441,496,395,465,426,20000,20000,20000,20000,20000,Alameda,CA,37.734379,-122.23952
"Sufi, Nacreasha",1994,NA,NA,Alumn,Somewhat Connected,NA,NA,,06612,44,299,122,134,235,20000,10000,20000,10000,20000,Easton,CT,41.253946,-73.28842
"Sproul, Antonio",1987,110000,Cultivation,Alumn,Somewhat Connected,NA,NA,,14522,671,235,321,634,164,20000,20000,10000,20000,20000,Palmyra,NY,43.063858,-77.2223
"Nunna, Sienna",NA,100000,Annual Fund Leadership,Parent,Modestly Connected,NA,NA,,56630,104,88,221,56,174,20000,10000,20000,20000,10000,Blackduck,MN,47.722624,-94.5319
"Woodard, Anissa",2001,NA,NA,Alumn,Somewhat Connected,NA,499493,Professorship,13646,0,0,0,0,0,10000,10000,10000,10000,10000,Hammond,NY,44.444242,-75.69227
"Legg, Edwin",1992,NA,NA,Alumn,Not Connected,NA,NA,,80904,442,358,450,354,398,20000,20000,20000,20000,20000,Colorado Springs,CO,38.850558,-104.86481
"Zhen, Josie",1998,100000,Annual Fund Leadership,Alumn,Connected,NA,NA,,05672,332,115,424,229,260,20000,10000,20000,20000,10000,Stowe,VT,44.475387,-72.70225
"el-Ayoub, Naasiruddeen",2005,110000,Cultivation,Alumn,Somewhat Connected,NA,500052,Math/Science Center,59856,379,127,104,395,36,10000,20000,10000,10000,20000,Paradise,MT,47.387824,-114.799
"Yoo, Sandeep",1993,110000,Cultivation,Alumn,Connected,"Barela, Audreana",NA,,79714,0,0,0,68,0,10000,20000,10000,10000,20000,Andrews,TX,32.345871,-102.56767
"Witty, Margaret",2004,100000,Annual Fund Leadership,Alumn,Somewhat Connected,NA,NA,,02879,190,0,199,81,93,20000,10000,10000,20000,10000,Wakefield,RI,41.423601,-71.52322
"Oster, Vaughn",1962,110000,Assessment,Alumn,Connected,NA,NA,,29599,542,1014,634,637,855,20000,20000,20000,20000,20000,Socastee,SC,33.694492,-79.011696
"Nguyen, Janisa",2009,NA,NA,Alumn,Connected,NA,NA,,06876,522,200,510,381,322,20000,20000,20000,20000,20000,Redding Ridge,CT,41.032647,-73.583569
"Smith, Kaitlin",1961,NA,NA,Alumn,Somewhat Connected,NA,NA,,06078,78,0,129,52,28,20000,10000,10000,20000,10000,Suffield,CT,41.985946,-72.63897
"Visser, Joshua",2011,100000,Annual Fund Leadership,Alumn,Somewhat Connected,NA,499423,Athletics,47144,0,0,0,0,0,10000,10000,10000,10000,10000,Jeffersonville,IN,38.286819,-85.732062
"al-Yassin, Imraan",1956,NA,NA,Alumn,Connected,NA,500226,Athletics,77433,119,376,134,211,270,20000,20000,20000,10000,20000,Cypress,TX,29.884175,-95.72219
"Ketcham, Jacob",1972,110000,Not a Prospect,Alumn,Connected,NA,500109,Athletics,11722,0,129,0,25,31,10000,10000,20000,10000,10000,Central Islip,NY,40.784874,-73.19924
"Kelly, Dillon",1990,NA,NA,Alumn,Somewhat Connected,NA,NA,,02808,443,442,292,553,308,20000,20000,20000,20000,20000,Bradford,RI,41.402009,-71.74785
"el-Yusuf, Aasima",1962,NA,NA,Alumn,Modestly Connected,NA,NA,,30289,468,361,268,513,251,20000,20000,20000,20000,20000,Turin,GA,33.32603,-84.637108
"Carrasco, Robert",2014,110000,Cultivation,Alumn,Somewhat Connected,"Barela, Audreana",500241,Financial Aid,59626,142,289,86,259,172,20000,20000,20000,10000,20000,Helena,MT,47.184233,-112.330214
"Del Villar, Cherokee",NA,100000,Annual Fund Leadership,Parent,Connected,"Barela, Audreana",NA,,43332,0,0,0,0,0,10000,10000,10000,10000,10000,La Rue,OH,40.585905,-83.3828
"Lingo, Sloan",1950,110000,Assessment,Alumn,Modestly Connected,NA,499870,Professorship,50235,200,58,49,168,22,10000,20000,10000,10000,20000,Rippey,IA,41.931753,-94.20565
"Jennings, Jesse",1955,NA,NA,Alumn,Somewhat Connected,NA,NA,,57538,390,274,340,409,266,20000,20000,20000,20000,20000,Herrick,SD,43.070066,-99.16628
"Andrews, Jordan",2002,NA,NA,Alumn,Somewhat Connected,NA,NA,,79301,102,92,163,33,149,20000,10000,20000,20000,10000,Earth,TX,34.230527,-102.41085
"Dorobiala, Phoebe",1957,110000,Annual Fund Leadership,Alumn,Somewhat Connected,"Barela, Audreana",500153,Financial Aid,53932,493,299,375,419,297,20000,20000,20000,20000,20000,Fall River,WI,43.407179,-89.05837
"Vargas, Rosalio",1990,100000,Annual Fund Leadership,Alumn,Modestly Connected,NA,NA,,16214,0,23,14,0,61,10000,10000,10000,10000,10000,Clarion,PA,41.199396,-79.37196
"Canuto, Amanda",2014,NA,NA,Alumn,Modestly Connected,NA,NA,,54850,242,192,103,271,113,10000,20000,10000,10000,20000,La Pointe,WI,46.799835,-90.73209
"Torres-Salas, Edgar",1998,110000,Solicitation,Alumn,Very Connected,"el-Jaffer, Zaahira",NA,,98032,709,18,208,659,0,20000,20000,10000,20000,20000,Kent,WA,47.388254,-122.25932
"Spiegel, Rachael",1999,100000,Not a Prospect,Alumn,Modestly Connected,NA,499788,Financial Aid,93430,114,0,24,55,0,10000,20000,10000,10000,10000,Cayucos,CA,35.459347,-120.88947
"Adams, Dominique",1979,100000,Annual Fund Leadership,Alumn,Somewhat Connected,"Barela, Audreana",NA,,38704,0,0,0,0,0,10000,10000,10000,10000,10000,Greenville,MS,33.253401,-90.918503
"Drury-Parlett, Wyatt",1956,NA,NA,Alumn,Very Connected,NA,NA,,04493,704,252,411,593,238,20000,20000,10000,20000,20000,West Enfield,ME,45.247401,-68.51819
"Nading, Felicia",2008,110000,Assessment,Alumn,Not Connected,NA,NA,,45305,161,67,92,207,45,20000,20000,10000,20000,20000,Bellbrook,OH,39.640059,-84.0855
"Acosta, Jacob",1961,100000,Annual Fund Leadership,Alumn,Very Connected,NA,NA,,45113,0,0,0,0,0,10000,10000,10000,10000,10000,Clarksville,OH,39.397066,-83.98239
"Ortega, Danita",2015,NA,NA,Alumn,Modestly Connected,NA,500468,Financial Aid,95838,374,596,471,401,554,20000,20000,20000,20000,20000,Sacramento,CA,38.641223,-121.4417
"Quintana, Marcos",2005,100000,Annual Fund Leadership,Alumn,Not Connected,NA,NA,,30078,61,186,172,36,216,20000,10000,20000,20000,10000,Snellville,GA,33.860955,-84.01807
"el-Samra, Humaina",2009,NA,NA,Alumn,Not Connected,NA,500009,Residence Hall,14170,116,168,165,90,185,20000,10000,20000,20000,20000,West Falls,NY,42.692304,-78.67147
"Shenoy, Kylie Alexis",2016,100000,Annual Fund Leadership,Alumn,Connected,NA,NA,,75479,174,0,87,114,0,10000,20000,10000,20000,10000,Savoy,TX,33.613097,-96.34474
